Date,Transaction Description,Category,Amount,Type
2026-01-10,Anything yourself.,Other,3286.0,Income
2026-01-10,Unit support.,Other,1795.0,Income
2026-01-11,Magazine degree husband around.,Travel,1944.06,Expense
2026-01-14,World enter.,Rent,1742.33,Expense
2026-01-15,Institution whatever yet.,Entertainment,314.15,Expense
2026-01-15,Choice father why often.,Food & Drink,1201.9,Expense
2026-01-20,Security arm.,Rent,1858.91,Expense
2026-01-20,Me system church whether.,Travel,486.51,Expense
2026-01-22,Attention attack technology.,Rent,180.45,Expense
2026-01-22,Walk now often.,Rent,1956.19,Expense
2026-01-23,Bank price north first end.,Utilities,265.5,Expense
2026-01-23,Enter capital population.,Utilities,537.46,Expense
2026-01-25,Upon very act perform.,Shopping,1929.08,Expense
2026-01-26,Available defense.,Entertainment,1428.77,Expense
2026-01-29,Value thing these.,Health & Fitness,881.82,Expense
2026-02-01,Citizen street region.,Rent,503.33,Expense
2026-02-03,Property never.,Investment,2385.0,Income
2026-02-03,Enough threat score.,Food & Drink,151.28,Expense
2026-02-04,Example decision garden.,Entertainment,144.13,Expense
2026-02-08,Major town suffer begin.,Other,1080.0,Income
2026-02-12,Analysis four capital.,Travel,1341.27,Expense
2026-02-16,Scientist necessary into.,Utilities,1449.47,Expense
2026-02-17,Away third.,Salary,493.56,Expense
2026-02-17,Along hard need involve among.,Shopping,388.92,Expense
2026-02-21,Together decide.,Other,3402.0,Income
2026-02-28,Government nice.,Salary,1729.04,Expense
2026-02-28,See understand door class son.,Investment,996.0,Income
2026-03-01,Agent say forward us.,Health & Fitness,1603.18,Expense
2026-03-05,City red him.,Investment,2058.0,Income
2026-03-06,Develop staff least figure.,Utilities,849.54,Expense
2026-03-08,Age cover foreign.,Entertainment,1750.23,Expense
2026-03-09,Go meeting quickly.,Investment,914.0,Income
2026-03-09,Voice boy wife condition.,Food & Drink,1938.3,Expense
2026-03-10,Board its.,Entertainment,340.96,Expense
2026-03-10,Paper memory history office.,Entertainment,1730.65,Expense
2026-03-12,Remember ability.,Utilities,764.16,Expense
2026-03-13,Hair attorney professional.,Travel,1853.77,Expense
2026-03-14,Finish summer rest feel finally.,Travel,851.78,Expense
2026-03-16,I fast camera inside.,Salary,318.05,Expense
2026-03-16,Past feeling nature.,Food & Drink,1162.57,Expense
2026-03-18,Expert involve oil.,Health & Fitness,123.76,Expense
2026-03-19,Kid put memory soldier.,Utilities,123.19,Expense
2026-03-19,Exist professional.,Utilities,146.36,Expense
2026-03-20,Stand seem.,Investment,3807.0,Income
2026-03-24,Southern challenge animal.,Investment,825.0,Income
2026-03-25,Sure authority increase picture create.,Shopping,1318.17,Expense
2026-03-26,Hundred challenge reach throughout.,Health & Fitness,1870.07,Expense
2026-03-27,Despite sound receive let.,Health & Fitness,484.99,Expense
2026-03-28,True building card.,Travel,919.88,Expense
2026-03-29,Write other wear through partner.,Rent,28.54,Expense
2026-03-30,Store natural today season.,Rent,155.79,Expense
2026-04-01,Else easy point she.,Travel,273.59,Expense
2026-04-02,Phone ever back experience.,Rent,1759.75,Expense
2026-04-03,Floor music catch discuss.,Utilities,881.99,Expense
2026-04-07,Ask imagine my.,Travel,1227.24,Expense
2026-04-09,Deal information.,Food & Drink,1339.05,Expense
2026-04-10,Task she.,Rent,1878.47,Expense
2026-04-11,Accept goal send table.,Investment,1376.0,Income
2026-04-12,Section national owner determine detail.,Utilities,551.97,Expense
2026-04-13,Ahead from quickly identify.,Health & Fitness,415.16,Expense
2026-04-13,Try wonder move trade.,Travel,1015.76,Expense
2026-04-14,Base investment.,Food & Drink,193.67,Expense
2026-04-15,Anyone here deep.,Travel,97.73,Expense
2026-04-18,Seven here sell story.,Utilities,1277.86,Expense
2026-04-19,Like see.,Salary,1107.84,Expense
2026-04-20,Difference attention whatever american.,Food & Drink,232.63,Expense
2026-04-21,Current after charge.,Utilities,1095.72,Expense
2026-04-22,Prove nor design record.,Utilities,865.28,Expense
2026-04-22,Paper white responsibility.,Other,826.0,Income
2026-04-23,Blue agent find.,Entertainment,1367.31,Expense
2026-04-23,Walk cup option store.,Health & Fitness,1562.43,Expense
2026-04-24,Recent feeling.,Shopping,1947.94,Expense
2026-04-24,Site girl into have media.,Entertainment,1730.57,Expense
2026-04-25,Support state.,Utilities,1764.02,Expense
2026-04-27,Whether player stock religious.,Other,3872.0,Income
2026-04-28,Safe whole establish.,Entertainment,540.94,Expense
2026-05-01,Let stay or focus.,Rent,771.26,Expense
2026-05-01,Everything late.,Other,2322.0,Income
2026-05-01,Particular her agreement surface consider.,Other,3364.0,Income
2026-05-02,Something future they red.,Entertainment,453.62,Expense
2026-05-02,Act way beat result major.,Shopping,663.24,Expense
2026-05-04,Position make society behavior.,Travel,708.78,Expense
2026-05-04,Reality fill ok list.,Health & Fitness,1879.08,Expense
2026-05-05,International second former reflect.,Other,1962.0,Income
2026-05-05,Edge building court.,Travel,86.13,Expense
2026-05-07,Week real course school everybody.,Health & Fitness,1459.8,Expense
2026-05-13,Executive beyond create dinner conference.,Rent,776.54,Expense
2026-05-13,Call animal approach factor want.,Travel,98.33,Expense
2026-05-15,Their off.,Entertainment,734.8,Expense
2026-05-16,Key continue anything wait.,Other,3071.0,Income
2026-05-17,State husband.,Rent,1442.31,Expense
2026-05-18,Picture approach chance none fight.,Travel,1337.12,Expense
2026-05-19,Newspaper indicate other.,Travel,1113.28,Expense
2026-05-19,Herself training father open investment.,Other,1925.0,Income
2026-05-21,Art whether between several personal.,Travel,818.09,Expense
2026-05-24,Church community.,Travel,580.96,Expense
2026-05-25,Able late order.,Health & Fitness,935.33,Expense
2026-05-25,Discuss religious.,Entertainment,1027.24,Expense
2026-05-26,Reach under.,Utilities,1321.11,Expense
2026-05-30,Boy different chance enter.,Health & Fitness,195.84,Expense
2026-06-02,Arrive society.,Entertainment,1348.86,Expense
2026-06-03,Keep light fight.,Entertainment,303.23,Expense
2026-06-03,Matter management ball.,Other,1096.0,Income
2026-06-04,Same page ago director.,Entertainment,1439.51,Expense
2026-06-04,Week yourself public especially american.,Shopping,495.53,Expense
2026-06-04,Million kind everything young.,Food & Drink,1786.39,Expense
2026-06-05,Why like impact fly.,Rent,1559.06,Expense
2026-06-06,Form really explain.,Salary,109.93,Expense
2026-06-10,Already because education break significant.,Rent,918.36,Expense
2026-06-10,Price my.,Health & Fitness,1900.58,Expense
2026-06-11,Could gun.,Shopping,1662.83,Expense
2026-06-12,Kind appear environment capital explain.,Utilities,1489.87,Expense
2026-06-13,Ahead picture son.,Travel,1506.04,Expense
2026-06-14,Nearly need behavior.,Travel,1533.97,Expense
2026-06-14,Water positive child usually.,Entertainment,556.45,Expense
2026-06-14,Relate indeed lot line lead.,Other,2420.0,Income
2026-06-15,Course out second carry.,Health & Fitness,1787.12,Expense
2026-06-16,Significant take future.,Investment,2394.0,Income
2026-06-17,Star executive fear.,Utilities,1415.77,Expense
2026-06-17,Your majority chance mrs generation.,Other,3210.0,Income
2026-06-17,Help usually thank wonder draw.,Shopping,133.91,Expense
2026-06-18,Task improve fish.,Shopping,1810.63,Expense
2026-06-18,History professional star wonder.,Food & Drink,1714.9,Expense
2026-06-19,Call whole.,Shopping,959.19,Expense
2026-06-21,Them key.,Travel,1509.42,Expense
2026-06-21,Address century that wide.,Shopping,1081.06,Expense
2026-06-22,Sit enter perhaps however.,Entertainment,981.58,Expense
2026-06-26,System teacher here first.,Salary,67.76,Expense
2026-06-27,Along attention piece tv young.,Shopping,1451.12,Expense
2026-06-29,Within set region beyond.,Utilities,1961.64,Expense
2026-06-30,Tough animal someone.,Shopping,1187.87,Expense
2026-07-01,Hear certainly most not.,Rent,1289.07,Expense
2026-07-02,Company participant him.,Other,1988.0,Income
2026-07-03,Tree central leave effect.,Other,3181.0,Income
2026-07-04,Together let.,Health & Fitness,681.63,Expense
2026-07-04,Citizen kid generation onto police.,Travel,1506.5,Expense
2026-07-05,Lead few yourself.,Travel,1671.47,Expense
2026-07-05,Down occur.,Food & Drink,1999.82,Expense
2026-07-09,Yeah far within.,Rent,1564.65,Expense
2026-07-10,Account ten sing.,Food & Drink,1899.73,Expense
2026-07-10,Seat strategy total simply discover.,Investment,1748.0,Income
2026-07-12,Pm per question.,Salary,1342.22,Expense
2026-07-13,Best physical always small almost.,Entertainment,935.42,Expense
2026-07-14,Bed far section.,Health & Fitness,343.9,Expense
2026-07-15,Car much will.,Rent,1557.81,Expense
2026-07-19,Tree store either station.,Other,1385.0,Income
2026-07-19,Second full boy.,Travel,1155.84,Expense
2026-07-20,Senior difficult put.,Shopping,799.34,Expense
2026-07-21,Hand so add mr lawyer.,Rent,1188.27,Expense
2026-07-22,Herself police he push likely.,Entertainment,212.78,Expense
2026-07-25,Trip determine as statement.,Rent,1594.49,Expense
2026-07-25,Bring animal also you.,Food & Drink,700.94,Expense
2026-07-25,Doctor mr.,Health & Fitness,147.22,Expense
2026-07-30,He we recent music.,Food & Drink,1700.66,Expense
2026-07-31,Those pressure street.,Rent,872.71,Expense
2026-07-31,Allow have kitchen.,Salary,1417.54,Expense
2026-08-01,Between rate name within.,Travel,1235.67,Expense
2026-08-01,Huge couple.,Salary,935.1,Expense
2026-08-05,Begin deep police wife.,Travel,651.39,Expense
2026-08-05,During call north attention.,Rent,565.07,Expense
2026-08-05,Only spend do.,Salary,1144.0,Expense
2026-08-06,Able teach certain candidate economy.,Health & Fitness,67.11,Expense
2026-08-06,Produce ago.,Utilities,980.22,Expense
2026-08-08,So draw food company.,Travel,687.27,Expense
2026-08-10,Score moment second.,Travel,1116.02,Expense
2026-08-10,Sing message board mean.,Entertainment,180.37,Expense
2026-08-10,Feeling poor all your suggest.,Salary,1114.8,Expense
2026-08-12,Make travel.,Salary,1295.35,Expense
2026-08-13,Focus chance.,Food & Drink,195.18,Expense
2026-08-14,Person one republican.,Entertainment,619.35,Expense
2026-08-16,Most law painting between reduce.,Salary,1111.41,Expense
2026-08-17,Involve thousand including.,Health & Fitness,710.1,Expense
2026-08-20,Indeed believe interview professor.,Travel,510.29,Expense
2026-08-20,Rather listen before.,Investment,3084.0,Income
2026-08-20,It season.,Investment,2069.0,Income
2026-08-21,News only no.,Salary,560.23,Expense
2026-08-21,Improve them wait.,Travel,1961.22,Expense
2026-08-23,Why outside.,Travel,462.69,Expense
2026-08-23,Official defense.,Investment,4875.0,Income
2026-08-23,Suggest glass news.,Investment,946.0,Income
2026-08-25,Off southern suddenly.,Utilities,1279.36,Expense
2026-08-27,Participant price.,Rent,1746.71,Expense
2026-08-28,Congress reflect.,Salary,962.64,Expense
2026-08-29,Go consider century price.,Food & Drink,512.43,Expense
2026-08-29,Scientist will begin.,Rent,1646.01,Expense
2026-08-29,Heavy law church.,Rent,1158.27,Expense
2026-08-31,Since nothing be apply.,Utilities,306.9,Expense
2026-09-01,Anyone bank kitchen interest parent.,Travel,179.51,Expense
2026-09-05,Democratic mention generation.,Shopping,1216.57,Expense
2026-09-06,Question or money.,Entertainment,1553.63,Expense
2026-09-08,Determine worker.,Salary,601.73,Expense
2026-09-09,Daughter war.,Shopping,617.71,Expense
2026-09-09,Face build market.,Rent,1895.7,Expense
2026-09-09,Can mouth discover.,Entertainment,536.65,Expense
2026-09-10,Author technology amount affect.,Investment,1923.0,Income
2026-09-11,Office of remember individual.,Utilities,15.32,Expense
2026-09-12,Again foot soon peace.,Salary,589.61,Expense
2026-09-13,Join black.,Travel,1408.95,Expense
2026-09-14,Hundred bad that second develop.,Entertainment,1848.58,Expense
2026-09-14,Member box.,Entertainment,856.03,Expense
2026-09-15,Town glass road.,Utilities,1817.74,Expense
2026-09-17,Bill eight community.,Rent,128.68,Expense
2026-09-19,Concern significant.,Travel,883.92,Expense
2026-09-20,Senior service large under.,Travel,1402.47,Expense
2026-09-22,Follow wife firm key light.,Salary,881.14,Expense
2026-09-23,Option goal avoid.,Shopping,1471.72,Expense
2026-09-23,Also hard expert popular.,Food & Drink,191.74,Expense
2026-09-25,Order his oil west school.,Food & Drink,1999.15,Expense
2026-09-25,Training occur could painting.,Travel,1156.73,Expense
2026-09-27,Whatever late specific.,Utilities,946.3,Expense
2026-09-27,Mean common.,Travel,371.16,Expense
2026-09-27,Yard model particular hair.,Salary,1938.42,Expense
2026-09-27,Impact full our smile.,Shopping,673.28,Expense
2026-09-28,Form newspaper.,Utilities,666.31,Expense
2026-09-28,Edge surface who.,Travel,1328.54,Expense
2026-09-29,Bank professional true financial.,Food & Drink,915.1,Expense
2026-09-29,Organization visit finally.,Health & Fitness,240.68,Expense
2026-09-30,Spend prove stock school.,Food & Drink,1318.74,Expense
2026-10-03,Position interest.,Shopping,117.87,Expense
2026-10-05,Guy congress.,Salary,1254.56,Expense
2026-10-06,Way main difficult case.,Entertainment,541.44,Expense
2026-10-08,Such big side.,Other,4089.0,Income
2026-10-08,Product then.,Salary,251.64,Expense
2026-10-09,Heavy class story side speak.,Entertainment,1422.47,Expense
2026-10-10,Analysis hair rest wide.,Food & Drink,1108.98,Expense
2026-10-10,Doctor dream whole six.,Investment,4280.0,Income
2026-10-12,Question now key show.,Utilities,1001.77,Expense
2026-10-14,Month whom stage soon.,Travel,836.83,Expense
2026-10-18,Appear lose he.,Salary,495.02,Expense
2026-10-18,Surface expect several evening town.,Shopping,389.31,Expense
2026-10-19,Begin treat stage this.,Utilities,1729.41,Expense
2026-10-23,Apply maybe dog yes.,Shopping,686.35,Expense
2026-10-23,Agreement us stuff.,Travel,1642.89,Expense
2026-10-24,Case expert stop.,Travel,1676.58,Expense
2026-10-25,Large accept bad eight.,Salary,1731.87,Expense
2026-10-26,Vote participant institution simply down.,Salary,696.8,Expense
2026-10-27,Draw police.,Shopping,916.14,Expense
2026-10-27,Book toward.,Entertainment,1961.74,Expense
2026-10-29,Place offer.,Shopping,474.79,Expense
2026-10-29,Investment pass drive.,Food & Drink,643.17,Expense
2026-10-29,Professor beat window.,Shopping,778.3,Expense
2026-10-31,Name skill medical after them.,Utilities,995.7,Expense
2026-10-31,Wonder effect administration small.,Other,1322.0,Income
2026-11-02,Run pick sign.,Salary,208.43,Expense
2026-11-02,And national spend.,Food & Drink,1447.66,Expense
2026-11-04,Wonder long consider care.,Utilities,158.91,Expense
2026-11-05,Fall analysis.,Travel,683.74,Expense
2026-11-05,Firm financial.,Rent,1705.01,Expense
2026-11-06,List already positive experience television.,Shopping,1908.74,Expense
2026-11-07,Event son join hundred.,Salary,1746.04,Expense
2026-11-08,Fund cost reality happen.,Investment,2423.0,Income
2026-11-10,Song risk bad.,Travel,1994.88,Expense
2026-11-12,Family bill foreign fast knowledge.,Shopping,1956.89,Expense
2026-11-13,Ready goal amount.,Rent,892.92,Expense
